umid_inst,pto_orvalho_inst,pressao,radiacao,vento_vel,temp_inst
72.0,15.9,925.8,-3.54,3.2,21.1
76.0,15.8,926.0,-3.54,3.5,20.2
76.0,15.3,925.9,-3.54,3.1,19.7
76.0,15.8,926.2,-3.265,2.0,20.1
76.0,15.4,926.4,-3.053,2.6,19.7
76.0,15.5,927.0,11.067,2.3,19.8
76.0,16.3,927.9,212.639,2.3,20.6
75.0,16.7,928.3,638.976,2.0,21.3
71.0,16.9,928.4,1169.58,2.8,22.5
62.0,17.2,928.4,2437.347,2.8,24.9
55.0,15.8,927.6,1942.744,3.1,25.5
50.0,15.8,926.8,2614.701,3.4,27.3
44.0,14.7,925.8,3312.004,3.9,28.2
43.0,14.6,924.9,2999.149,3.9,28.5
39.0,13.7,923.9,2130.036,3.7,29.2
34.0,12.1,923.5,2066.854,3.4,29.7
32.0,11.7,923.2,1091.843,3.9,30.1
32.0,10.1,923.6,480.782,3.0,28.2
37.0,10.6,924.2,4.233,2.6,26.6
42.0,11.5,924.8,-3.54,2.6,25.3
49.0,13.1,925.5,-3.54,2.8,24.5
54.0,14.0,926.0,-3.54,3.9,24.0
62.0,15.3,926.1,-3.54,4.7,23.1
